,peak_index,population,intensity,channel,file_name
144,73,15,17815.13671875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
145,77,8,18791.30859375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
146,79,10,19279.39453125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
147,83,7,20255.56640625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
148,86,6,20987.6953125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
149,88,7,21475.78125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
150,93,10,22695.99609375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
151,97,5,23672.16796875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
152,100,6,24404.296875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
153,102,4,24892.3828125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
154,106,3,25868.5546875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
155,108,3,26356.640625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
156,110,4,26844.7265625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
157,112,2,27332.8125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
158,116,4,28308.984375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
159,124,3,30261.328125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
160,127,2,30993.45703125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
161,131,3,31969.62890625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
162,135,3,32945.80078125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
163,139,2,33921.97265625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
164,142,3,34654.1015625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
165,145,2,35386.23046875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
166,149,1,36362.40234375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
167,152,2,37094.53125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
168,157,1,38314.74609375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
169,159,2,38802.83203125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
170,163,1,39779.00390625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
171,166,2,40511.1328125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
172,169,3,41243.26171875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
173,184,1,44903.90625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
174,189,1,46124.12109375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
175,198,2,48320.5078125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
176,201,2,49052.63671875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
177,206,1,50272.8515625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
178,210,2,51249.0234375,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
179,215,1,52469.23828125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
180,217,2,52957.32421875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
181,220,2,53689.453125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
182,225,1,54909.66796875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
183,227,1,55397.75390625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
184,233,1,56862.01171875,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
185,240,2,58570.3125,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
186,248,4,60522.65625,3,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_3.png
187,16,1455105,3956.9375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
188,51,182,12612.73828125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
189,59,89,14591.20703125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
190,64,65,15827.75,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
191,66,54,16322.3671875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
192,71,45,17558.91015625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
193,74,43,18300.8359375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
194,78,29,19290.0703125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
195,80,21,19784.6875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
196,90,13,22257.7734375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
197,92,16,22752.390625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
198,96,10,23741.625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
199,101,6,24978.16796875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
200,103,12,25472.78515625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
201,110,9,27203.9453125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
202,114,10,28193.1796875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
203,116,9,28687.796875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
204,120,7,29677.03125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
205,128,10,31655.5,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
206,132,10,32644.734375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
207,139,7,34375.89453125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
208,142,2,35117.8203125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
209,145,4,35859.74609375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
210,156,2,38580.140625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
211,158,1,39074.7578125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
212,160,1,39569.375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
213,162,1,40063.9921875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
214,169,1,41795.15234375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
215,176,1,43526.3125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
216,178,1,44020.9296875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
217,183,1,45257.47265625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
218,193,2,47730.55859375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
219,195,1,48225.17578125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
220,202,1,49956.3359375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
221,204,2,50450.953125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
222,206,1,50945.5703125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
223,209,1,51687.49609375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
224,216,1,53418.65625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
225,220,1,54407.890625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
226,223,1,55149.81640625,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
227,228,2,56386.359375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
228,233,2,57622.90234375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
229,238,3,58859.4453125,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
230,245,3,60590.60546875,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
231,249,7,61579.83984375,4,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_4.png
232,18,1329333,4107.8671875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
233,38,296,8672.1640625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
234,41,212,9356.80859375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
235,49,68,11182.52734375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
236,51,51,11638.95703125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
237,59,16,13464.67578125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
238,61,18,13921.10546875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
239,63,10,14377.53515625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
240,66,10,15062.1796875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
241,68,16,15518.609375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
242,71,13,16203.25390625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
243,76,8,17344.328125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
244,79,11,18028.97265625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
245,83,7,18941.83203125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
246,90,8,20539.3359375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
247,92,3,20995.765625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
248,94,4,21452.1953125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
249,99,6,22593.26953125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
250,107,2,24418.98828125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
251,109,1,24875.41796875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
252,111,2,25331.84765625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
253,113,2,25788.27734375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
254,117,3,26701.13671875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
255,137,2,31265.43359375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
256,140,3,31950.078125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
257,146,2,33319.3671875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
258,154,2,35145.0859375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
259,158,1,36057.9453125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
260,162,2,36970.8046875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
261,164,2,37427.234375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
262,166,3,37883.6640625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
263,170,1,38796.5234375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
264,172,4,39252.953125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
265,177,1,40394.02734375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
266,182,1,41535.1015625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
267,189,3,43132.60546875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
268,195,2,44501.89453125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
269,206,1,47012.2578125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
270,209,1,47696.90234375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
271,211,1,48153.33203125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
272,221,1,50435.48046875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
273,223,1,50891.91015625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
274,225,1,51348.33984375,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
275,227,1,51804.76953125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
276,229,2,52261.19921875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
277,236,2,53858.703125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
278,239,1,54543.34765625,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
279,242,1,55227.9921875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
280,245,1,55912.63671875,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
281,251,1,57281.92578125,5,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_5.png
282,23,965024,4674.5703125,6,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_10.png
283,67,525,13617.2265625,6,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_10.png
284,77,232,15649.6484375,6,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_10.png
285,79,205,16056.1328125,6,./image_sets/Yuang-MDA-MB-231-Cells-HighSNR/channels\1bf24fd2-3346-429c-8774-e86157f3af2f_processed_image_10.png
